label,COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,SYNC,TIME_STAMP_s,TIME_STAMP_ms,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
off_to_on,-2.67967298261,-2.42063483004,-2.70262200889,-1.48902200276,-0.849173951909,-0.224838901648,2.96085383302,0.60118040554,-1.51740973594,-2.5290725816,-2.7793566686,-1.54113439059,-3.00902939856,56.3980478406
off_to_on,-6.44494661921,-5.24144511,-4.62324190837,-1.67445083153,-1.19893313996,-3.36574854442,-2.81388171767,-1.58092481913,-1.27045557776,-4.94347770182,-3.33253762003,-4.83076931765,-5.6519347002,20.1338159501
off_to_on,-8.79500997826,-6.91008412585,-5.51507163101,-1.54386936716,-1.29963508408,-5.38799568832,-7.62689517159,-3.54195009398,-0.803133591676,-6.26800960758,-3.13078094694,-7.08802931322,-7.12077228444,-25.64691855
off_to_on,-8.89004028449,-6.80429761789,-5.06370821411,-1.0901314951,-1.11069724835,-5.83551561259,-9.97940206284,-4.56393186529,-0.202780536476,-5.95422804128,-2.12713126013,-7.50599009979,-6.77548094638,-69.8251941116
off_to_on,-6.51890487917,-4.796058538,-3.31415901688,-0.389137990268,-0.670513167257,-4.72433406702,-9.14081216492,-4.17527731232,0.415606675121,-3.91137972539,-0.503161474399,-5.78451584084,-4.47106131679,-100.311494413
off_to_on,-2.20967092611,-1.32780990845,-0.675232528376,0.414979670401,-0.0835594435268,-2.49623384498,-5.38481248987,-2.33961334088,0.935234632965,-0.579831932372,1.36226399497,-2.26943149776,-0.666017299407,-107.570018462
off_to_on,2.89401474376,2.69108277141,2.18544186933,1.14654635022,0.512447953289,0.144801543931,0.0905526046068,0.490365085357,1.26436704442,3.16562564397,2.99046265236,2.11227926317,3.66384331255,-87.7370422524
off_to_on,7.36131248139,6.14287789596,4.52696264556,1.6454409525,0.987374981795,2.4556074077,5.53788554271,3.48438066091,1.35639732714,6.26242498044,3.93962654106,6.11295453371,7.29385498224,-44.2794047466
off_to_on,9.90766264633,8.03727055253,5.74604086499,1.80959937803,1.25337109639,3.86623617037,9.21396882361,5.68522814038,1.2173062848,7.78374581565,3.93859762379,8.54415728006,9.12348175326,12.4668083843
off_to_on,9.79476947637,7.81803166598,5.54878395673,1.61967557841,1.28244571043,4.12103950085,9.93579430751,6.32128430666,0.898713523788,7.23536137999,2.97413731465,8.6546608753,8.53412713034,67.8892183748
off_to_on,7.06557900408,5.54031581008,4.0304388644,1.13892552375,1.10290385725,3.31422791701,7.46010182456,5.07667959877,0.479463240305,4.72609830359,1.30151817432,6.3801870844,5.6098959841,107.140325675
off_to_on,2.53463863464,1.85870920739,1.63894147193,0.48985146889,0.778733636445,1.8200076262,2.56300166701,2.22350608314,0.0423710284119,0.950688403753,-0.627468004687,2.37730759596,1.14008504318,119.436097188
off_to_on,-2.46580734896,-2.17259036615,-0.965102211005,-0.183327370614,0.3821011608,0.148693839797,-3.20716016481,-1.4366530441,-0.345985712588,-3.01514823591,-2.29788103257,-2.17549246752,-3.60678138611,101.283340304
off_to_on,-6.50253088103,-5.42414775591,-3.10672165672,-0.753370010459,-0.0291926387861,-1.22056956913,-8.02439753545,-4.81095470435,-0.646203048201,-6.044427685,-3.28449649928,-5.9478901966,-7.27000853717,57.6013143215
off_to_on,-8.48495742017,-7.03550583909,-4.29018874881,-1.137730074,-0.420670898451,-1.97747379137,-10.3672170589,-6.85975342215,-0.84539876806,-7.30721899962,-3.37531080741,-7.87786560826,-8.82061424454,0.345692236629
off_to_on,-7.99102120634,-6.66803108863,-4.32801157925,-1.308209479,-0.774677103878,-2.04947120189,-9.50011112335,-6.93443184787,-0.947310478602,-6.52349196959,-2.62624409213,-7.50215052471,-7.88220616384,-54.9706288836
